Word,Article,Plural,WordType,English,Bangla,Partizip_II,Auxiliary,Example_Sentence,Synonyms,Antonyms
abhängen,,,verb,to depend (on),নির্ভর করা,abgehangen,hat,"Vielleicht bleiben wir ein paar Tage länger, das hängt vom Wetter ab.",,
abhängig,,,adj,dependent,নির্ভরশীল,,,Gregor ist finanziell von seinen Eltern abhängig.,,
Abitur,das,,noun,A-levels / high school diploma,উচ্চ মাধ্যমিক সার্টিফিকেট,,,Meine Tochter hat gerade Abitur gemacht.,das Abitur (D) → A/CH: Matura,
ablehnen,,,verb,to decline / reject,প্রত্যাখ্যান করা,abgelehnt,hat,"Er hat mein Angebot, ihm zu helfen, abgelehnt.",,
abmachen,,,verb,to agree / arrange,রাজি হওয়া / ব্যবস্থা করা,abgemacht,hat,"Wir hatten doch abgemacht, dass du die Getränke besorgst.",,
abnehmen,,,verb,to lose weight / take off,কমানো / ওজন কমানো,abgenommen,hat,Ich habe zehn Kilo abgenommen.,,
Abonnement,das,-s/-e,noun,subscription,সাবস্ক্রিপশন,,,Ich habe das Abonnement gekündigt.,,
abonnieren,,,verb,to subscribe,সাবস্ক্রাইব করা,abonniert,hat,Diese Zeitschrift würde ich gerne abonnieren.,,
absagen,,,verb,to cancel (an appointment),বাতিল করা,abgesagt,hat,"Ich muss unser Treffen leider absagen, weil ich krank geworden bin.",,
Abschied,der,-e,noun,farewell / goodbye / parting,বিদায় / বিদায় গ্রহণ,,,Der Abschied von meinen Freunden fiel mir schwer.,,
Abschluss,der,¨-e,noun,graduation / conclusion,সমাপ্তি / ডিগ্রি,,,Ein guter Schulabschluss ist sehr wichtig.,,
Abschnitt,der,-e,noun,section / paragraph,অনুচ্ছেদ,,,Lesen Sie bitte den zweiten Abschnitt.,,
abschreiben,,,verb,to copy (from someone),নকল করা,abgeschrieben,hat,Er hat die Hausaufgaben von mir abgeschrieben.,,
Absender,der,-,noun,sender (male),প্রেরক (পুরুষ),,,Schicken Sie das Paket an den Absender zurück.,,
Absenderin,die,-nen,noun,sender (female),প্রেরক (মহিলা),,,Die Absenderin des Briefes war meine Tante.,,
Absicht,die,-en,noun,intention,উদ্দেশ্য,,,"Entschuldigen Sie bitte, meine Tochter hat das nicht mit Absicht gemacht.",,
absolut,,,adj,absolutely / absolute,একেবারে / পরম,,,"Was Sie da sagen, ist absolut falsch.",,
abstimmen,,,verb,to vote,ভোট দেওয়া,abgestimmt,hat,Lasst uns über diesen Punkt abstimmen.,,
Abteilung,die,-en,noun,department,বিভাগ,,,Meine Freundin arbeitet in der Abteilung von Frau Kaufmann.,,
Abwart,der,-e,noun,caretaker / janitor (CH),তত্ত্বাবধায়ক (সুইজারল্যান্ড),,,"Der Abwart hat mir geholfen, den Schrank in die Wohnung zu tragen.",D/A: Hausmeister,
Abwartin,die,-nen,noun,caretaker / janitor (CH, female),তত্ত্বাবধায়িকা (সুইজারল্যান্ড),,Die Abwartin kümmert sich um das Haus.,,D/A: Hausmeisterin
abwaschen,,,verb,to wash up (dishes),বাসন ধোয়া,abgewaschen,hat,Ich muss noch das Geschirr abwaschen.,,
abwesend,,,adj,absent,অনুপস্থিত,,,Herr Huber ist bis zum 25. April abwesend.,,
abwärts,,,adverb,downwards,নিচের দিকে,,,Von dort führt der Weg abwärts ins Tal.,,
achten,,,verb,to pay attention (to),মনোযোগ দেওয়া,geachtet,hat,"Achten Sie bitte darauf, dass Sie abschließen, wenn Sie gehen.",,
Achtung,die,,noun,attention / caution,সাবধান,,,"Achtung! Achtung, hier endet die Straße!",,
Adresse,die,-n,noun,address,ঠিকানা,,,Hast du schon meine neue Adresse?,,
Ahnung,die,,noun,idea / clue,ধারণা,,,"Ich hatte keine Ahnung, dass du heute Geburtstag hast.",,
Aktion,die,-en,noun,action / campaign,কর্মসূচি,,,Die Stadt sollte eine Aktion für Familien planen.,,
aktiv,,,adj,active,সক্রিয়,,,Ich bin sehr aktiv und mache viel Sport.,,
Aktivität,die,-en,noun,activity,কার্যকলাপ,,,In den Ferien bietet die Stadt für Kinder verschiedene Freizeitaktivitäten.,,
aktuell,,,adj,current / up-to-date,বর্তমান / হালনাগাদ,,,Umweltschutz ist ein aktuelles Thema.,,
akzeptieren,,,verb,to accept,গ্রহণ করা,akzeptiert,hat,Ich kann diese Bedingungen nicht akzeptieren.,,
Alarm,der,-e,noun,alarm,এলার্ম,,,Bei Feueralarm dürfen Sie die Aufzüge nicht benutzen.,,
Alkohol,der,,noun,alcohol,মদ / অ্যালকোহল,,,"Nein, danke! Ich trinke keinen Alkohol.",,
all-,,,pronoun,all,সব,,,Sind alle Kinder da?,,
allein,,,adj,alone,একা,,,Ich gehe nicht gern allein spazieren.,,
aller-,,,prefix,best of all / most,সবচেয়ে,,,"Am allerbesten ist es, wenn du dich ins Bett legst und lange schläfst.",,
allerdings,,,adverb,however / though,যদিও,,,"Wir können uns morgen treffen, allerdings habe ich erst ab Mittag Zeit.",,
allgemein,,,adj,general / in general,সাধারণত,,,"Es ist allgemein bekannt, dass man hier gut essen kann.",,
Alltag,der,,noun,everyday life,দৈনন্দিন জীবন,,,"Das ist mein Alltag: putzen, waschen, kochen.",,
alltäglich,,,adj,everyday / mundane,দৈনন্দিন / সাধারণ,,,Das alltägliche Leben ist manchmal langweilig.,,
Alphabet,das,-e,noun,alphabet,বর্ণমালা,,,Wie viele Buchstaben hat das Alphabet in Ihrer Sprache?,,
als,,,conjunction,when / than / as,যখন / চেয়ে / হিসেবে,,,"Als mein Mann kam, war die Party schon zu Ende.",,
als ob,,,conjunction,as if,যেন,,,"Er tut so, als ob wir nie darüber gesprochen hätten.",,
also,,,adverb,so / therefore,অতএব / তাহলে,,,"Also, die Sache ist so: …",,
alt,,,adj,old,পুরানো / বয়স্ক,,,Wie alt sind Sie?,,
Altenheim,das,-e,noun,old people's home,বৃদ্ধাশ্রম,,,Die Großeltern unserer Nachbarn sind im Altenheim.,das Altersheim,
Alter,das,,noun,age,বয়স,,,Wir sind etwa im gleichen Alter.,,
alternativ,,,adj,alternative,বিকল্প,,,Wir brauchen alternative Energien.,,
Alternative,die,-n,noun,alternative,বিকল্প,,,Auf dieser Strecke ist der Zug eine gute Alternative zum Flugzeug.,,
Altersheim,das,-e,noun,old people's home,বৃদ্ধাশ্রম,,,Die Großeltern unserer Nachbarn sind im Altersheim.,das Altenheim,
Ampel,die,-n,noun,traffic light,ট্রাফিক লাইট,,,Dort an der Ampel kannst du über die Straße gehen.,,
Amt,das,¨-er,noun,office / authority,অফিস / কর্তৃপক্ষ,,,Das Arbeitsamt befindet sich neben dem Busbahnhof.,,
an,,,preposition,at / on / to,এ / উপর / দিকে,,,Am Anfang war alles sehr schwierig.,,
analysieren,,,verb,to analyze,বিশ্লেষণ করা,analysiert,hat,Die Politiker analysieren die Situation auf dem Arbeitsmarkt.,,
anbieten,,,verb,to offer,প্রস্তাব দেওয়া,angeboten,hat,Darf ich Ihnen etwas zu trinken anbieten?,,
Anbieter,der,-,noun,provider,প্রদানকারী,,,Ist das ein privater Telefonanbieter?,,
ander-,,,pronoun,other,অন্য,,,Die anderen sind schon nach Hause gegangen.,,
andererseits,,,adverb,on the other hand,অন্যদিকে,,,"Tarek möchte zwar studieren, aber andererseits möchte er auch gleich Geld verdienen.",,
anders,,,adverb,different / differently,ভিন্নভাবে,,,Oliver ist anders als seine Freunde.,,
anerkennen,,,verb,to recognize / acknowledge,স্বীকৃতি দেওয়া,anerkannt,hat,Meine Ausbildung wird hier nicht anerkannt.,,
Anfang,der,¨-e,noun,beginning / start,শুরু,,,Am Anfang habe ich bei der Arbeit viele Fragen gestellt.,,
anfangen,,,verb,to start / begin,শুরু করা,angefangen,hat,Wann fängst du mit der Arbeit an?,,
anfangs,,,adverb,initially / at first,প্রথমে,,,Anfangs ging alles gut.,,
Angabe,die,-n,noun,detail / specification,বিবরণ,,,"Wir brauchen von Ihnen folgende Angaben: Name, Adresse, Geburtsdatum.",,
angeben,,,verb,to state / specify,উল্লেখ করা,angegeben,hat,Bitte geben Sie Ihre genaue Adresse an.,,
Angebot,das,-e,noun,offer / special offer,প্রস্তাব / বিশেষ অফার,,,Der Käse ist heute im Angebot.,,
Angehörige,die,-n,noun,relative (female),আত্মীয় (মহিলা),,,Die Angehörigen wurden über den Unfall informiert.,,
angenehm,,,adj,pleasant / comfortable,আরামদায়ক,,,Wir wünschen Ihnen eine angenehme Reise.,,
Angestellte,die,-n,noun,employee (female),কর্মচারী (মহিলা),,,Meine Frau ist Angestellte bei einer Bank.,,
Angst,die,¨-e,noun,fear / anxiety,ভয়,,,"Du brauchst keine Angst zu haben, der Hund tut dir nichts.",,
anhaben,,,verb,to have on / to wear,পরা আছে,angehabt,hat,Gestern hatte Julia ein rotes Kleid an.,,
anklicken,,,verb,to click (on),ক্লিক করা,angeklickt,hat,"Du musst das Bild anklicken, dann wird es größer.",,
ankommen,,,verb,to arrive,পৌঁছানো,angekommen,ist,Wann kommt der Zug in Hamburg an?,,
Ankunft,die,,noun,arrival,আগমন,,,"Die Abfahrt ist um 0.55 Uhr, die Ankunft um 8.07 Uhr.",,
ankündigen,,,verb,to announce,ঘোষণা করা,angekündigt,hat,Wir sollten unseren Besuch ankündigen.,,
Anlage,die,-n,noun,system / attachment / facility,সিস্টেম / সংযুক্তি,,,Meine Musikanlage ist kaputt.,,
Anleitung,die,-en,noun,instruction / manual,নির্দেশিকা,,,"In der Anleitung steht, dass bei diesem Spiel der Älteste beginnt.",,
anmelden,,,verb,to register / sign up,নিবন্ধন করা,angemeldet,hat,Für diesen Kurs müssen Sie sich unbedingt vorher anmelden.,,
Anmeldung,die,-en,noun,registration,নিবন্ধন,,,"Die Anmeldung ist im Erdgeschoss, Zimmer 55.",,
annehmen,,,verb,to accept / to assume,গ্রহণ করা / ধরে নেওয়া,angenommen,hat,Ich nehme Ihre Einladung gern an.,,
Annonce,die,-n,noun,classified ad,বিজ্ঞাপন,,,"Ich habe alle Annoncen gelesen, aber die Wohnungen sind zu teuer.",,
Anrede,die,-n,noun,salutation / form of address,সম্বোধন,,,Du darfst im Brief die Anrede nicht vergessen.,,
Anruf,der,-e,noun,phone call,ফোন কল,,,Ich warte auf einen Anruf aus Berlin.,,
Anrufbeantworter,der,-,noun,answering machine,উত্তর দেওয়ার মেশিন,,,Ich habe dir eine Nachricht auf den Anrufbeantworter gesprochen.,,
anrufen,,,verb,to call (phone),ফোন করা,angerufen,hat,Ich rufe Sie heute Abend an.,,
Ansage,die,-n,noun,announcement,ঘোষণা,,,Achten Sie auf die Ansage am Bahnsteig.,,
anschaffen,,,verb,to purchase / acquire,কেনা / সংগ্রহ করা,angeschafft,hat,Wir haben uns neue Möbel angeschafft.,,
anschließen,,,verb,to connect,সংযোগ করা,angeschlossen,hat,Wo kann ich den Computer anschließen?,,
Anschluss,der,¨-e,noun,connection,সংযোগ,,,In Mannheim haben Sie Anschluss nach Saarbrücken.,,
anschnallen,,,verb,to fasten seatbelt,সিটবেল্ট বাঁধা,angeschnallt,hat,"Vergiss nicht, dich anzuschnallen.",,
ansehen,,,verb,to look at,দেখা / তাকানো,angesehen,hat,Warum siehst du mich so erschrocken an?,,
ansprechen,,,verb,to approach / speak to,কথা বলা / সম্বোধন করা,angesprochen,hat,Gestern hat mich unsere neue Nachbarin im Treppenhaus angesprochen.,,
Anspruch,der,¨-e,noun,claim / entitlement,দাবি / অধিকার,,,Sie haben keinen Anspruch auf Fahrgeld.,,
anstellen,,,verb,to turn on / to employ / to queue,চালু করা / নিয়োগ করা / লাইনে দাঁড়ানো,angestellt,hat,Können Sie bitte die Heizung anstellen?,,
anstrengend,,,adj,strenuous / exhausting,ক্লান্তিকর,,,Ich finde diese Arbeit sehr anstrengend.,,
Antrag,der,¨-e,noun,application / request,আবেদন,,,Haben Sie schon einen Antrag für das Wohngeld ausgefüllt?,,
Antwort,die,-en,noun,answer,উত্তর,,,Leider habe ich keine Antwort bekommen.,,
antworten,,,verb,to answer,উত্তর দেওয়া,geantwortet,hat,Jorge hat seit drei Wochen nicht auf meinen Brief geantwortet.,,
Anwalt,der,¨-e,noun,lawyer (male),আইনজীবী (পুরুষ),,,Ich möchte zuerst mit meinem Anwalt sprechen.,,
anwenden,,,verb,to apply / use,প্রয়োগ করা,angewandt/angewendet,hat,Diese Salbe muss man dreimal am Tag anwenden.,,
anwesend,,,adj,present (in attendance),উপস্থিত,,,Bei dem Treffen waren alle Mitglieder anwesend.,,
Anwältin,die,-nen,noun,lawyer (female),আইনজীবী (মহিলা),,,Die Anwältin hat den Fall gewonnen.,,
Anzahl,die,-en,noun,number / quantity / count,সংখ্যা / পরিমাণ,,,Die Anzahl der Teilnehmer war gross.,,
Anzeige,die,-n,noun,ad / police report,বিজ্ঞাপন / পুলিশ রিপোর্ট,,,"Ich habe alle Anzeigen gelesen, aber die Wohnungen sind zu teuer.",,
anzeigen,,,verb,to report / to display,প্রদর্শন করা / রিপোর্ট করা,angezeigt,hat,"Wenn Sie hier parken, zeige ich Sie an.",,
Anzug,der,¨-e,noun,suit (clothing),স্যুট,,,Mein Mann hat sich einen neuen Anzug gekauft.,,
Apartment,das,-s,noun,apartment,অ্যাপার্টমেন্ট,,,Wir haben ein Ferienapartment gemietet.,,
Apfel,der,¨-,noun,apple,আপেল,,,Zum Frühstück esse ich jeden Tag einen Apfel.,,
Apotheke,die,-n,noun,pharmacy,ফার্মেসি,,,Ist hier in der Nähe eine Apotheke?,,
Apparat,der,-e,noun,device / apparatus,যন্ত্র,,,Können Sie den Apparat bitte etwas leiser stellen?,,
Appetit,der,,noun,appetite,ক্ষুধা,,,"Ich habe heute keinen Appetit, ich mag nichts essen.",,
Aprikose,die,-n,noun,apricot,খুবানি,,,Schmecken dir die Aprikosen?,D/CH: Aprikose, A: Marille
Arbeit,die,-en,noun,work / job,কাজ / চাকরি,,,Wie gefällt dir deine Arbeit?,,
arbeiten,,,verb,to work,কাজ করা,gearbeitet,hat,Er arbeitet heute bis 16 Uhr.,,
Arbeiter,der,-,noun,worker (male),শ্রমিক (পুরুষ),,,Maria ist seit zwei Jahren Arbeiterin bei Siemens.,,
Arbeiterin,die,-nen,noun,worker (female),শ্রমিক (মহিলা),,,Die Arbeiterin macht um 17 Uhr Feierabend.,,
Arbeitserlaubnis,die,,noun,work permit,কাজের অনুমতি,,,Haben Sie eine Arbeitserlaubnis?,,
arbeitslos,,,adj,unemployed,বেকার,,,Wie lange sind Sie schon arbeitslos?,,
Arbeitslosigkeit,die,,noun,unemployment,বেকারত্ব,,,Die Arbeitslosigkeit ist gesunken.,,
Arbeitsplatz,der,¨-e,noun,workplace / job,কর্মস্থল / চাকরি,,,In der Industrie gibt es immer weniger Arbeitsplätze.,,
Arbeitsstelle,die,-n,noun,job position / workplace,চাকরির স্থান,,,Meine Frau hat eine neue Arbeitsstelle gefunden.,,
Architekt,der,-en,noun,architect (male),স্থপতি (পুরুষ),,,Dieses Haus hat eine berühmte Architektin gebaut.,,
Architektin,die,-nen,noun,architect (female),স্থপতি (মহিলা),,,Die Architektin hat das Gebäude entworfen.,,
Arm,der,-e,noun,arm,বাহু,,,Mein Freund hat sich den Arm gebrochen.,,
Art,die,-en,noun,type / kind / manner,ধরন / প্রকৃতি,,,Im Zoo haben sie 34 verschiedene Arten von Vögeln.,,
Artikel,der,-,noun,article,প্রবন্ধ / আর্টিকেল (ব্যাকরণ),,,"Im Deutschen gibt es drei Artikel: der, die, das.",,
Arzt,der,¨-e,noun,doctor (male),ডাক্তার (পুরুষ),,,Ich muss heute zum Arzt.,,
Asyl,das,,noun,asylum,আশ্রয়,,,Die Menschen sind auf der Flucht und bitten um Asyl.,,
Atem,der,,noun,breath,শ্বাস,,,Bitte den Atem anhalten.,,
atmen,,,verb,to breathe,শ্বাস নেওয়া,geatmet,hat,Er hat eine Erkältung und kann nicht durch die Nase atmen.,,
auch,,,adverb,also / too / even,এছাড়াও / এমনকি,,,Ich muss leider gehen. – Ich auch.,,
auf,,,preposition,on / upon / at,উপর / এ,,,Deine Brille liegt auf dem Schreibtisch.,,
Aufenthalt,der,-e,noun,stay / stopover,অবস্থান / যাত্রাবিরতি,,,Der Zug hat in München nur 20 Minuten Aufenthalt.,,
auffallen,,,verb,to stand out / to notice,নজরে আসা,aufgefallen,ist,"Mir ist aufgefallen, dass Harriett ganz blass ist.",,
auffordern,,,verb,to ask / to request / to invite,অনুরোধ করা,aufgefordert,hat,"Sie forderte mich auf, meine Meinung zu sagen.",,
Aufforderung,die,-en,noun,request / demand,অনুরোধ,,,"Sie erhalten eine Aufforderung, den Betrag bis Juni zu zahlen.",,
aufführen,,,verb,to perform (theater),অভিনয় করা,aufgeführt,hat,Die Kinder führen zu Weihnachten ein Theaterstück auf.,,
Aufgabe,die,-n,noun,task / homework / assignment,কাজ / হোমওয়ার্ক,,,Hast du deine Hausaufgaben für die Schule schon gemacht?,,
aufgeben,,,verb,to give up / to send (mail),হাল ছেড়ে দেওয়া / পাঠানো,aufgegeben,hat,Ich habe auf der Post ein Paket aufgegeben.,,
aufhalten,,,verb,to stop / to hold open / to stay,থামানো / ধরে রাখা / অবস্থান করা,aufgehalten,hat,Wo hält er sich gerade auf? – In München.,,
aufheben,,,verb,to pick up / to keep,উঠানো / সংরক্ষণ করা,aufgehoben,hat,"Lassen Sie die Papiere nur auf dem Boden liegen, ich hebe sie schon auf.",,
aufhören,,,verb,to stop / to end,থামা / শেষ হওয়া,aufgehört,hat,Es hört nicht auf zu schneien.,,
aufladen,,,verb,to charge (battery),চার্জ করা,aufgeladen,hat,"Ich muss mein Telefon aufladen, die Batterie ist leer.",,
auflösen,,,verb,to dissolve (tablet),দ্রবীভূত করা,aufgelöst,hat,Die Tablette bitte in Wasser auflösen.,,
aufmerksam,,,adj,attentive,মনোযোগী,,,Die Schülerin hörte aufmerksam zu.,,
Aufnahme,die,-n,noun,recording,রেকর্ডিং,,,Bitte seid leise! – Ich starte die Aufnahme.,,
aufnehmen,,,verb,to take in / to record,গ্রহণ করা / রেকর্ড করা,aufgenommen,hat,Wir haben Aneta in unseren Verein aufgenommen.,,
aufpassen,,,verb,to pay attention / to watch,মনোযোগ দেওয়া / দেখাশোনা করা,aufgepasst,hat,"Tut mir leid, da habe ich wohl nicht aufgepasst.",,
aufregen,,,verb,to excite / to get upset,উত্তেজিত করা / রাগানো,aufgeregt,hat,"Es regt mich auf, dass ich schon wieder Überstunden machen muss.",,
aufräumen,,,verb,to tidy up / clean up,পরিষ্কার করা / গোছানো,aufgeräumt,hat,Vor meinem Urlaub muss ich unbedingt noch meinen Schreibtisch aufräumen.,,
aufschreiben,,,verb,to write down / note,লিখে রাখা / টুকে নেওয়া,aufgeschrieben,hat,Schreib dir die Telefonnummer auf!,,
aufstehen,,,verb,to get up / stand up,উঠা / দাঁড়ানো,aufgestanden,ist,Ich stehe jeden Morgen um sechs Uhr auf.,,
Auftrag,der,¨-e,noun,,,,,,,
auftreten,,,verb,to perform / appear,প্রদর্শন করা / উপস্থিত হওয়া,aufgetreten,ist,Nächste Woche tritt in der Stadthalle eine berühmte Musikgruppe auf.,,
Auftritt,der,-e,noun,,,,,,,
aufwachen,,,verb,to wake up,ঘুম থেকে উঠা,aufgewacht,ist,Von dem Lärm bin ich aufgewacht.,,
aufwärts,,,adverb,upwards / uphill,উপরের দিকে,,,"Sie müssen gute Schuhe anziehen, der Weg geht immer aufwärts.",,
Aufzug,der,¨-e,noun,,,,,,,
Auge,das,-n,noun,,,,,,,
Augenblick,der,-e,noun,,,,,,,
aus,,,preposition,from / out of / off,থেকে / বাইরে / বন্ধ,,,Frau Müller geht jeden Morgen um 8 Uhr aus dem Haus.,,
Ausbildung,die,-en,noun,,,,,,,
Ausdruck,der,¨-e,noun,,,,,,,
ausdrucken,,,verb,to print out,প্রিন্ট করা,ausgedruckt,hat,Kann ich das auf deinem Drucker ausdrucken?,,
auseinander,,,adverb,apart,পৃথকভাবে,,,Wir wohnen nicht weit auseinander.,,
Ausfahrt,die,-en,noun,,,,,,,
ausfallen,,,verb,to be cancelled / to fall out,বাতিল হওয়া / ঝরে পড়া,ausgefallen,ist,Nächste Woche fällt der Kurs aus.,,
Ausflug,der,¨-e,noun,,,,,,,
ausfüllen,,,verb,to fill out (form),পূরণ করা,ausgefüllt,hat,Füllen Sie bitte dieses Formular aus!,,
Ausgabe,die,-n,noun,,,,,,,
Ausgang,der,¨-e,noun,,,,,,,
ausgeben,,,verb,to spend (money),খরচ করা,ausgegeben,hat,Carola gibt viel Geld für ihr Hobby aus.,,
ausgebildet,,,adj,trained / qualified,প্রশিক্ষিত,,,Für diesen Beruf müssen Sie gut ausgebildet sein.,,
ausgehen,,,verb,to go out / to turn off,বাহিরে যাওয়া / বন্ধ হওয়া,ausgegangen,ist,Plötzlich ist das Licht ausgegangen.,,
ausgezeichnet,,,adj,excellent,চমৎকার,,,Essen und Unterkunft waren ausgezeichnet.,,
Aushilfe,die,-n,noun,,,,,,,
Auskunft,die,¨-e,noun,,,,,,,
Ausland,das,,noun,,,,,Ich habe meine Ausbildung,,
Ausländer,der,-,noun,,,,,,,
Ausländerin,die,-nen,noun,,,,,,,
ausländisch,,,adj,foreign,বিদেশী,,,Die ausländischen Studenten müssen zuerst einen Deutschkurs besuchen.,,
ausmachen,,,verb,to turn off / to agree / to matter,বন্ধ করা / রাজি হওয়া / গুরুত্ব রাখা,ausgemacht,hat,Machen Sie bitte das Licht aus!,,
Ausnahme,die,-n,noun,,,,,,,
ausreichen,,,verb,to suffice / to be enough,যথেষ্ট হওয়া,ausgereicht,hat,Das Geld muss bis März ausreichen.,,
ausreichend,,,adj,sufficient,পর্যাপ্ত,,,Das Geld ist für die Reise ausreichend.,,
ausrichten,,,verb,to convey (message) / to organize,বার্তা পৌঁছে দেওয়া,ausgerichtet,hat,"Mein Mann ist nicht da, soll ich ihm etwas ausrichten?",,
ausschließen,,,verb,to rule out / to exclude,বাদ দেওয়া,ausgeschlossen,hat,Das kann man nicht ganz ausschließen.,,
ausschließlich,,,adverb,exclusively,একচেটিয়াভাবে,,,"Tut mir leid, wir haben ausschließlich Nichtraucherzimmer.",,
aussehen,,,verb,to look (appearance),দেখতে লাগা,ausgesehen,hat,"Sie sehen wieder besser aus, sind Sie wieder gesund?",,
Aussicht,die,-en,noun,,,,,,,
Aussprache,die,,noun,,,,,,,
aussprechen,,,verb,to pronounce,উচ্চারণ করা,ausgesprochen,hat,Wie spricht man dieses Wort aus?,,
ausstellen,,,verb,to exhibit / to issue,প্রদর্শন করা / ইস্যু করা,ausgestellt,hat,Im Schaufenster sind Winterschuhe ausgestellt.,,
Ausstellung,die,-en,noun,,,,,,,
Auswahl,die,-en,noun,,,,,,,
Ausweis,der,-e,noun,,,,,,,
auswählen,,,verb,to select / choose,নির্বাচন করা,ausgewählt,hat,Für die Aufgabe können Sie aus drei Themen auswählen.,,
ausziehen,,,verb,to take off (clothes) / to move out,খোলা (কাপড়) / সরে যাওয়া,ausgezogen,hat/ist,Willst du den Mantel nicht ausziehen?,,
Auto,das,-s,noun,,,,,,,
Autobahn,die,-en,noun,,,,,,,
Automat,der,-en,noun,,,,,,,
automatisch,,,adj,automatically,স্বয়ংক্রিয়ভাবে,,,Die Tür schließt automatisch.,,
Autor,der,-en,noun,,,,,,,
Autorin,die,-nen,noun,,,,,Von diesem Turm hat man eine tolle,,
außen,,,adverb,outside / on the outside,বাইরে,,,Wir haben das Schloss nur von außen gesehen.,,
außer,,,preposition,except / besides,ছাড়া / ব্যতীত,,,Außer Lisa hat sich niemand um die Stelle beworben.,,
außerdem,,,adverb,besides / moreover,তা ছাড়া / উপরন্তু,,,Möchten Sie außerdem noch etwas?,,
außerhalb,,,preposition,outside of,বাইরে,,,Wir wohnen außerhalb von Berlin.,,
backen,,,verb,to bake,বেক করা / সেকা,gebacken,hat,"Wenn du kommst, backe ich einen Kuchen.",,
Bad,das,¨-er,noun,bath / bathroom,গোসল / বাথরুম,,,Nach einem warmen Bad fühlt man sich gleich viel besser.,,
baden,,,verb,to bathe / to swim,গোসল করা / সাঁতার কাটা,gebadet,hat,Wenn du baden möchtest: Das Badezimmer ist dort hinten links.,,
Badewanne,die,-n,noun,bathtub,বাথটাব,,,Nach einem langen Arbeitstag setzte sie sich in die Badewanne.,,
Bahn,die,-en,noun,train / railway,ট্রেন / রেলপথ,,,Ich komme mit der Bahn.,,
Bahnhof,der,¨-e,noun,train station,রেল স্টেশন,,,Ich bringe Sie zum Bahnhof.,,
Bahnsteig,der,-e,noun,platform (train),প্ল্যাটফর্ম,,,Auf Hauptbahnhöfen gibt es meist viele Bahnsteige.,D/A: Bahnsteig, CH: Perron
bald,,,adverb,soon,শীঘ্রই,,,Besuchen Sie uns doch bald mal.,,
Balkon,der,-e,noun,balcony,বারান্দা,,,Die Wohnung hat auch einen kleinen Balkon.,,
Ball,der,¨-e,noun,ball,বল,,,Ich spiele gern mit meinen Kindern Ball.,,
