Word,Article,Plural,WordType,English,Bangla,Partizip_II,Auxiliary,Example_Sentence,Synonyms,Antonyms
leiden,,,verb,to suffer,ভোগা / কষ্ট পাওয়া,gelitten,hat,Er leidet an einer schweren Krankheit.,,
leider,,,adv,unfortunately,দুর্ভাগ্যবশত,,,Da kann ich Ihnen leider nicht helfen.,,
leihen,,,verb,to lend / borrow,ধার দেওয়া / ধার নেওয়া,geliehen,hat,Ich habe mir von meinem Bruder 50 Euro geliehen.,,
leise,,,adj,quiet / soft / low,চুপ / আস্তে / মৃদু,,,Seid leise. Die anderen schlafen schon.,,
leisten,,,verb,to achieve / afford / perform,সাধ্য হওয়া / সম্পাদন করা,geleistet,hat,So ein teures Auto kann ich mir leider nicht leisten.,,
Leistung,die,-en,noun,performance / achievement,কর্মক্ষমতা / অর্জন,,,Meine Leistungen in der Schule sind ganz gut.,,
leiten,,,verb,to lead / manage / direct,পরিচালনা করা / নেতৃত্ব দেওয়া,geleitet,hat,Wer leitet den Kurs?,,
Leiter,der,-,noun,leader / manager / head (male),নেতা / পরিচালক (পুরুষ),,,Wie heißt die Leiterin der Schule?,,
Leiterin,die,-nen,noun,leader / manager / head (female),নেত্রী / পরিচালক (মহিলা),,,Wie heißt die Leiterin der Schule?,,
Leitung,die,-en,noun,management / line / cable / pipe,ব্যবস্থাপনা / লাইন / পাইপ,,,Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung.,,
Leiter,die,-n,noun,ladder,মই / সিঁড়ি,,,Haben Sie eine Leiter für mich? Ich will die Fenster putzen.,,
lernen,,,verb,to learn,শেখা,gelernt,hat,Wie lange lernen Sie schon Deutsch?,,
Lerner,der,-,noun,learner (male),শিক্ষার্থী (পুরুষ),,,Sie ist eine fleißige Lernerin.,,
Lernerin,die,-nen,noun,learner (female),শিক্ষার্থী (মহিলা),,,Sie ist eine fleißige Lernerin.,,
lesen,,,verb,to read,পড়া,gelesen,hat,"Ich habe gelesen, dass es ab heute Sonderangebote gibt.",,
Leser,der,-,noun,reader (male),পাঠক (পুরুষ),,,Die Leserinnen und Leser sind mit der Zeitung zufrieden.,,
Leserin,die,-nen,noun,reader (female),পাঠিকা (মহিলা),,,Die Leserinnen und Leser sind mit der Zeitung zufrieden.,,
letzt-,,,adj,last / latest,শেষ / সর্বশেষ,,,Was hast du letzte Woche gemacht?,,
Leute,,(Pl.),noun,people,লোকজন / মানুষ,,,Auf der Party waren viele Leute.,,
Lexikon,das,-Lexika,noun,encyclopedia / lexicon,অভিধান / বিশ্বকোষ,,,Wir könnten im Lexikon nachsehen.,,
Licht,das,-er,noun,light,আলো,,,Kannst du bitte Licht machen? Ich kann so nichts sehen.,,
lieben,,,verb,to love,ভালোবাসা,geliebt,hat,Ich liebe meine Familie.,,
lieb,,,adj,dear / kind / nice / sweet,প্রিয় / দয়ালু / সুন্দর,,,Die Kinder waren heute sehr lieb.,,
Liebe,die,,noun,love,ভালোবাসা / প্রেম,,,Wir haben aus Liebe geheiratet.,,
Lieblings-,,,prefix,favorite- / favourite-,প্রিয়- / পছন্দের-,,,Mein Lieblingsessen ist Pizza.,,
Lied,das,-er,noun,song,গান,,,Zu deinem Geburtstag singen wir dir ein Lied.,,
liefern,,,verb,to deliver / supply,সরবরাহ করা / ডেলিভারি করা,geliefert,hat,Wir liefern Ihnen das Regal direkt ins Haus.,,
Lieferung,die,-en,noun,delivery / shipment,ডেলিভারি / সরবরাহ,,,Sie bezahlen erst bei der Lieferung.,,
liegen,,,verb,to lie / be located,শোয়া / অবস্থিত হওয়া,gelegen,hat/ist,Der Brief liegt schon auf Ihrem Schreibtisch.,,
Lift,der,-e,noun,lift / elevator,লিফট / এলিভেটর,,,Im Büro ist leider der Lift kaputt.,D/A: Lift/Aufzug,
Limonade,die,-n,noun,lemonade / soft drink,লেবুর শরবত / কোমল পানীয়,,,Die Limonade ist sehr süß.,,
Linie,die,-n,noun,line / route,লাইন / রুট,,,Zum Hauptbahnhof können Sie mit der Linie 8 fahren.,,
links,,,adv,left / on the left,বামে / বাম দিকে,,,An der Kreuzung müssen Sie nach links abbiegen.,,
link-,,,adj,left / left-hand,বাম / বাম দিকের,,,Er hat sich das linke Bein gebrochen.,,
Lippe,die,-n,noun,lip,ঠোঁট,,,Es ist sehr kalt. Meine Lippen sind ganz trocken.,,
Liste,die,-n,noun,list,তালিকা / লিস্ট,,,Was brauchen wir für die Party? – Mach doch eine Einkaufsliste.,,
Literatur,die,,noun,literature,সাহিত্য,,,Ich interessiere mich für Literatur.,,
loben,,,verb,to praise,প্রশংসা করা,gelobt,hat,Ich habe alle Hausaufgaben gemacht. Der Lehrer hat mich heute gelobt.,,
Loch,das,¨-er,noun,hole,গর্ত / ছিদ্র,,,Ich habe ein Loch im Zahn. Ich muss zum Zahnarzt.,,
locker,,,adj,loose / relaxed,ঢিলা / আরামদায়ক,,,Lassen Sie bitte die Arme ganz locker und atmen Sie tief ein.,,
Löffel,der,-,noun,spoon,চামচ,,,"Bitte, bringen Sie mir einen Löffel.",,
Lohn,der,¨-e,noun,wage / pay / salary,মজুরি / বেতন,,,Sie bekommen Ihren Lohn immer am Ende des Monats.,,
sich lohnen,,,verb,to be worth it / pay off,মূল্যবান হওয়া / লাভজনক হওয়া,gelohnt,hat,Für drei Tage zu meinen Eltern fahren lohnt sich nicht. Es ist zu weit.,,
Lokal,das,-e,noun,restaurant / pub / venue,রেস্তোরা / লোকাল,,,Gibt es hier in der Nähe ein gemütliches Lokal?,,
los/los-,,,particle,go / let's go / off (prefix),চলো / শুরু (উপসর্গ),,,Los! Beeilt euch!,,
losfahren,,,verb,to set off / drive off / depart,রওনা হওয়া / গাড়ি ছেড়ে দেওয়া,losgefahren,ist,Wir fahren um 8 Uhr los. Sei bitte pünktlich.,,
löschen,,,verb,to delete / erase / extinguish,মোছা / ডিলিট করা / নেভানো,gelöscht,hat,Du kannst die Datei löschen. Ich brauche sie nicht mehr.,,
lösen,,,verb,to solve / resolve / buy (ticket),সমাধান করা / কেনা (টিকিট),gelöst,hat,Wir müssen dieses Problem lösen.,,
Lösung,die,-en,noun,solution,সমাধান,,,Wir fahren alle zusammen mit dem Zug. Das ist die beste Lösung.,,
Luft,die,,noun,air,বাতাস / বায়ু,,,"Oh, hier ist aber schlechte Luft.",,
lügen,,,verb,to lie / tell a lie,মিথ্যা বলা,gelogen,hat,Du sollst nicht lügen.,,
Lüge,die,-n,noun,lie / falsehood,মিথ্যা,,,Das ist eine Lüge!,,
Lust,die,,noun,desire / pleasure / inclination,ইচ্ছা / আগ্রহ,,,Ich habe keine Lust zu grillen.,,
lustig,,,adj,funny / amusing / cheerful,মজার / হাস্যকর,,,Ich habe einen lustigen Film gesehen.,,
