Word,Article,Plural,WordType,English,Bangla,Partizip_II,Auxiliary,Example_Sentence,Synonyms,Antonyms
Kirche,die,-n,noun,church,গির্জা,,,Diese Kirche ist aus dem 12. Jahrhundert.,,
Kiste,die,-n,noun,box / crate (Austria/Germany),বাক্স (অস্ট্রিয়া/জার্মানি),,,Ich habe zwei Kisten Bier gekauft.,"A/D: Kiste, D: Kasten",
Kissen,das,-,noun,cushion / pillow,বালিশ / কুশন,,,Ohne Kopfkissen kann ich nicht schlafen.,,
klagen,,,verb,to complain / sue,অভিযোগ করা / নালিশ করা,geklagt,hat,Sie klagt über Kopfschmerzen.,,
klappen,,,verb,to work out / go smoothly,ঠিকমতো কাজ করা / সফল হওয়া,geklappt,hat,Wie war die Reise? – Gut. Es hat alles prima geklappt.,,
klar,,,adj,clear / obvious / sure,পরিষ্কার / স্পষ্ট,,,"Sie müssen noch mehr Deutsch lernen. – Ja, das ist mir klar.",,
klären,,,verb,to clarify / clear up / sort out,স্পষ্ট করা / সমাধান করা,geklärt,hat,"Ich hoffe, wir können dieses Problem bald klären.",,
klasse,,,adj,great / excellent / awesome,দারুণ / অসাধারণ,,,Ich finde unseren Lehrer klasse.,,
Klasse,die,-n,noun,class / grade / category,শ্রেণী / ক্লাস,,,In der Klasse sind 24 Schülerinnen und Schüler.,,
Klassenarbeit,die,-en,noun,class test (Germany),ক্লাস টেস্ট (জার্মানি),,,Mein Sohn schreibt bei Klassenarbeiten immer gute Noten.,"D: Klassenarbeit, A: Schularbeit",
Klavier,das,-e,noun,piano,পিয়ানো,,,Meine Tochter möchte Klavier spielen lernen.,,
kleben,,,verb,to stick / glue / paste,আটকানো / সেঁটে লাগা,geklebt,hat,Die Briefmarke klebt nicht mehr.,,
Kleid,das,-er,noun,dress / garment,পোশাক / জামা,,,Ich habe mir ein neues Kleid gekauft.,,
Kleidung,die,,noun,clothing / clothes,পোশাক / কাপড়,,,Hier brauchen Sie auch im Sommer warme Kleidung.,,
klein,,,adj,small / little,ছোট,,,Unsere Wohnung ist klein.,,
klettern,,,verb,to climb,আরোহণ করা / চড়া,geklettert,ist,Die Kinder sind auf den Baum geklettert.,,
klicken,,,verb,to click,ক্লিক করা,geklickt,hat,"Wenn du die Datei öffnen willst, musst du mit der Maus zweimal klicken.",,
Klick,der,-s,noun,click,ক্লিক,,,"Um das Wort zu markieren, genügt ein Doppelklick mit der linken Maustaste.",,
Klima,das,,noun,climate,জলবায়ু,,,"Alle sagen, dass sich das Klima ändert.",,
Klimaanlage,die,-n,noun,air conditioning,এয়ার কন্ডিশনার,,,Im Sommer brauchen wir eine Klimaanlage.,,
klingeln,,,verb,to ring / ring the bell,ঘণ্টা বাজানো,geklingelt,hat,"Ich glaube, es hat an der Tür geklingelt.",,
Klingel,die,-n,noun,bell,ঘণ্টা / বেল,,,Drück bitte auf die Klingel!,,
klingen,,,verb,to sound,শোনানো / ধ্বনি হওয়া,geklungen,hat,"Wollen wir einkaufen gehen und danach zusammen kochen? – Ja, das klingt gut.",,
Klinik,die,-en,noun,clinic / hospital,ক্লিনিক / হাসপাতাল,,,"Ich muss in die Klinik, um meinen kranken Onkel zu besuchen.",,
klopfen,,,verb,to knock,টোকা দেওয়া / ধকধক করা,geklopft,hat,Da klopft jemand ans Fenster.,,
Kloß,der,¨-e,noun,dumpling (Germany),ডাম্পলিং (জার্মানি),,,"Möchten Sie zum Fleisch Kartoffeln oder Klöße? – Klöße, bitte.","D: Kloß, D/A: Knödel",
klug,,,adj,clever / smart / wise,চালাক / বুদ্ধিমান,,,Ich halte sie für klug.,,
knapp,,,adj,tight / scarce / just under,আঁট / অপ্রতুল / মাত্র,,,Mach schnell. Die Zeit ist knapp.,,
Kneipe,die,-n,noun,pub / bar (Germany),পাব / বার (জার্মানি),,,Gehen wir noch in eine Kneipe ein Bier trinken?,,
Knie,das,,noun,knee,হাঁটু,,,Ich habe mich am Knie verletzt. Jetzt kann ich nicht laufen.,,
Knochen,der,-,noun,bone,হাড়,,,Ich bin hingefallen. Jetzt tun mir alle Knochen weh.,,
Knödel,der,-,noun,dumpling (Germany/Austria),ডাম্পলিং (জার্মানি/অস্ট্রিয়া),,,Möchten Sie zum Fleisch Erdäpfel oder Knödel? – Knödel bitte.,"D/A: Knödel, D: Kloß",
Knopf,der,¨-e,noun,button,বোতাম,,,An meiner Jacke fehlt ein Knopf.,,
kochen,,,verb,to cook / boil,রান্না করা / ফুটানো,gekocht,hat,Ich koche gern.,,
Koch,der,¨-e,noun,cook / chef (male),রাঁধুনি / বাবুর্চি (পুরুষ),,,Ein Freund von mir ist Koch in einem teuren Restaurant.,,
Köchin,die,-nen,noun,cook / chef (female),রাঁধুনি / বাবুর্চি (মহিলা),,,Die Köchin macht das beste Essen.,,
Koffer,der,-,noun,suitcase,সুটকেস,,,Ich habe den Koffer schon gepackt.,,
Kollege,der,-n,noun,colleague (male),সহকর্মী (পুরুষ),,,Ich habe guten Kontakt zu meinen Kollegen.,,
Kollegin,die,-nen,noun,colleague (female),সহকর্মী (মহিলা),,,Meine neue Kollegin ist sehr nett.,,
komisch,,,adj,strange / funny / odd,অদ্ভুত / মজার / হাস্যকর,,,Das Essen schmeckt komisch. Probier mal.,,
kommen,,,verb,to come,আসা,gekommen,ist,Woher kommen Sie? – Aus Frankreich.,,
Kommunikation,die,,noun,communication,যোগাযোগ / কমিউনিকেশন,,,Die Kommunikation zwischen den Abteilungen ist gut.,,
komplett,,,adj,complete / completely,সম্পূর্ণ / পুরোপুরি,,,Ich habe den Termin komplett vergessen.,,
kompliziert,,,adj,complicated,জটিল,,,Er schreibt viel zu kompliziert.,,
Kompromiss,der,-e,noun,compromise,আপস / সমঝোতা,,,Alle wollen etwas anderes. Wir müssen einen Kompromiss finden.,,
Konferenz,die,-en,noun,conference,সম্মেলন / কনফারেন্স,,,Die Konferenz findet in Raum 19 statt.,,
Konfitüre,die,-n,noun,jam / marmalade (Switzerland),জ্যাম / মোরব্বা (সুইজারল্যান্ড),,,Bring bitte noch ein Glas Konfitüre mit.,,
Konflikt,der,-e,noun,conflict,দ্বন্দ্ব / সংঘাত,,,Das ist ein alter Konflikt.,,
König,der,-e,noun,king,রাজা,,,Der spanische König ist in Deutschland zu Besuch.,,
Konkurrenz,die,,noun,competition / rival,প্রতিযোগিতা / প্রতিদ্বন্দ্বী,,,Die Reparatur ist mir hier zu teuer. Bei der Konkurrenz bekomme ich sie für die Hälfte.,,
können,,,verb,can / to be able to,পারা / সক্ষম হওয়া,gekonnt,hat,Ich kann den schweren Koffer nicht tragen.,,
Konsulat,das,-e,noun,consulate,কনস্যুলেট,,,Ein Visum bekommst du auch im Konsulat.,,
konsumieren,,,verb,to consume,ভোগ করা / খাওয়া,konsumiert,hat,Die Europäer haben im letzten Jahr mehr Fleisch konsumiert.,,
Konsum,der,,noun,consumption,ভোগ / খরচ,,,Der Konsum von Lebensmitteln steigt.,,
Kontakt,der,-e,noun,contact,যোগাযোগ / কন্টাক্ট,,,Ich habe wenig Kontakt zu meinen Kollegen.,,
Konto,das,Konten,noun,account (bank),অ্যাকাউন্ট / হিসাব,,,Ich möchte ein Konto eröffnen.,,
Girokonto,das,-en,noun,current account / checking account,চলতি হিসাব,,,Mein Girokonto kostet gar nichts.,,
kontrollieren,,,verb,to control / check / inspect,নিয়ন্ত্রণ করা / পরীক্ষা করা,kontrolliert,hat,Beim Auto müssen Sie regelmäßig das Öl kontrollieren.,,
Kontrolle,die,-n,noun,control / check / inspection,নিয়ন্ত্রণ / পরীক্ষা,,,An den Grenzen gibt es kaum noch Kontrollen.,,
sich konzentrieren,,,verb,to concentrate,মনোযোগ দেওয়া / একাগ্র হওয়া,konzentriert,hat,Bitte stör mich jetzt nicht. Ich muss mich auf meine Arbeit konzentrieren.,,
Konzert,das,-e,noun,concert,কনসার্ট,,,Für das Konzert am Sonntag gibt es noch Karten.,,
Kopf,der,¨-e,noun,head,মাথা,,,Ich habe Kopfschmerzen.,,
kopieren,,,verb,to copy / photocopy,কপি করা / নকল করা,kopiert,hat,Kann ich mir diesen Artikel kopieren?,,
Kopie,die,-n,noun,copy / photocopy,কপি / নকল,,,Machst du mir bitte eine Kopie?,,
Kopierer,der,-,noun,copier / photocopier,ফটোকপিয়ার,,,Der Kopierer ist schon wieder kaputt.,,
Körper,der,-,noun,body,দেহ / শরীর,,,"Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.",,
körperlich,,,adj,physical / bodily,শারীরিক / দৈহিক,,,Körperliche Arbeit macht mir nichts aus.,,
korrekt,,,adj,correct,সঠিক / নির্ভুল,,,Ich habe die Rechnung geprüft. Alles ist korrekt.,,
Korridor,der,-e,noun,corridor (Germany/Switzerland),করিডোর (জার্মানি/সুইজারল্যান্ড),,,Wir warten draußen im Korridor.,"D/CH: Korridor, D: Flur, Gang",
korrigieren,,,verb,to correct,সংশোধন করা,korrigiert,hat,Können Sie bitte meinen Brief korrigieren?,,
kosten,,,verb,to cost,দাম হওয়া / খরচ হওয়া,gekostet,hat,Wie viel kostet das T-Shirt? – 15 Euro.,,
Kosten,,(Pl.),noun,costs / expenses,খরচ / ব্যয়,,,Die Kosten für die Reise bekomme ich von der Firma.,,
kostenlos,,,adj,free / free of charge,বিনামূল্যে,,,Diese Zeitschrift kostet nichts. Sie ist kostenlos.,,
kosten,,,verb,to taste / try (Austria),স্বাদ নেওয়া (অস্ট্রিয়া),gekostet,hat,Möchten Sie den Käse mal kosten?,"A: kosten, D/CH: probieren",
Kostüm,das,-e,noun,costume,পোশাক / কস্টিউম,,,In dem Film tragen die Leute bunte Kostüme.,,
Kraft,die,¨-e,noun,strength / power / force,শক্তি / বল,,,Für diese Arbeit braucht man viel Kraft.,,
kräftig,,,adj,strong / powerful / hearty,শক্তিশালী / জোরালো,,,Der Mann ist kräftig. Er macht viel Sport und isst viel.,,
Kraftfahrzeug,das,-e,noun,motor vehicle,মোটরযান,,,Auf dieser Straße sind Kraftfahrzeuge nicht erlaubt.,,
Kraftwerk,das,-e,noun,power plant,বিদ্যুৎ কেন্দ্র,,,Die Menschen protestieren gegen das Kraftwerk.,,
krank,,,adj,sick / ill,অসুস্থ,,,Ich war zwei Wochen krank.,,
Kranke,der/die,-n,noun,sick person / patient,অসুস্থ ব্যক্তি / রোগী,,,Kranke brauchen viel Ruhe.,,
Krankenhaus,das,¨-er,noun,hospital,হাসপাতাল,,,Er hat sich verletzt und musste ins Krankenhaus.,,
Krankenkasse,die,-n,noun,health insurance company,স্বাস্থ্য বীমা কোম্পানি,,,Die Krankenkasse bezahlt die Medikamente.,,
Krankenpfleger,der,-,noun,nurse (male),নার্স (পুরুষ),,,Mein Bruder arbeitet als Krankenpfleger im Krankenhaus.,,
Krankenschwester,die,-n,noun,nurse (female),নার্স (মহিলা),,,Meine Cousine möchte gern Krankenschwester werden.,,
Krankenwagen,der,-,noun,ambulance,অ্যাম্বুলেন্স,,,Wir mussten einen Krankenwagen rufen.,,
Krankheit,die,-en,noun,illness / disease,অসুখ / ব্যাধি,,,Gegen welche Krankheiten sollte ich mich impfen lassen?,,
kreativ,,,adj,creative,সৃজনশীল,,,Die Kinder sind beim Basteln sehr kreativ.,,
Kredit,der,-e,noun,credit / loan,ক্রেডিট / ঋণ,,,Ich habe den Wagen auf Kredit gekauft.,,
Kreditkarte,die,-n,noun,credit card,ক্রেডিট কার্ড,,,Kann ich mit Kreditkarte zahlen?,,
Kreis,der,-e,noun,circle / district,বৃত্ত / জেলা,,,Die Kinder sitzen im Kindergarten im Kreis.,,
Kreuz,das,-e,noun,cross,ক্রুশ / ক্রস,,,Was bedeutet dieses Kreuz hier?,,
Kreuzung,die,-en,noun,intersection / crossroads,চৌরাস্তা / মোড়,,,Fahren Sie an der nächsten Kreuzung rechts.,,
Krieg,der,-e,noun,war,যুদ্ধ,,,Es herrscht noch immer Krieg in diesem Land.,,
kriegen,,,verb,to get / receive (informal),পাওয়া (অনানুষ্ঠানিক),gekriegt,hat,Haben Sie meinen Brief gekriegt?,,
Kriminal-,,,prefix,criminal (prefix),অপরাধ- (উপসর্গ),,,Ein Nachbar von uns arbeitet bei der Kriminalpolizei.,,
Kriminalpolizei,die,,noun,criminal police,অপরাধ পুলিশ,,,Ein Nachbar von uns arbeitet bei der Kriminalpolizei.,,
Krimi,der,-s,noun,crime thriller / detective story,গোয়েন্দা কাহিনী,,,Heute Abend kommt ein spannender Krimi im Fernsehen.,,
Krise,die,-n,noun,crisis,সংকট / ক্রাইসিস,,,Die Wirtschaft steckt in einer schweren Krise.,,
kritisieren,,,verb,to criticize,সমালোচনা করা,kritisiert,hat,Kritisiere mich nicht so oft.,,
Kritik,die,-en,noun,criticism / review,সমালোচনা / পর্যালোচনা,,,Es gibt viel Kritik an der Politik der Regierung.,,
kritisch,,,adj,critical,সমালোচনামূলক / জটিল,,,Ein Journalist hat kritische Fragen gestellt.,,
Küche,die,-n,noun,kitchen / cuisine,রান্নাঘর / রন্ধনশৈলী,,,"Ich suche eine Wohnung mit drei Zimmern, Küche und Bad.",,
Kuchen,der,-,noun,cake,কেক,,,Ich habe einen Kuchen gebacken.,,
Kugelschreiber,der,-,noun,ballpoint pen,বলপেন,,,Mein Kugelschreiber ist weg.,,
Kuli,der,-s,noun,pen / ballpoint (informal),কলম / বলপেন (অনানুষ্ঠানিক),,,Hast du einen Kuli für mich?,,
kühl,,,adj,cool / chilly,শীতল / ঠান্ডা,,,Es ist kühl draußen. Zieh dir eine Jacke an.,,
Kühlschrank,der,¨-e,noun,refrigerator / fridge,ফ্রিজ / রেফ্রিজারেটর,,,Stell die Milch in den Kühlschrank!,,
Kultur,die,-en,noun,culture,সংস্কৃতি,,,Ich interessiere mich für andere Länder und Kulturen.,,
kulturell,,,adj,cultural,সাংস্কৃতিক,,,Es gibt große kulturelle Unterschiede zwischen den Ländern.,,
sich kümmern,,,verb,to take care of / look after,দেখাশোনা করা / যত্ন নেওয়া,gekümmert,hat,Ich kann nicht arbeiten. Ich muss mich um die Kinder kümmern.,,
Kunde,der,-n,noun,customer / client (male),গ্রাহক (পুরুষ),,,Sie ist schon lange bei mir Kundin.,,
Kundin,die,-nen,noun,customer / client (female),গ্রাহক (মহিলা),,,"Einen Augenblick, bitte. Ich habe einen Kunden.",,
kündigen,,,verb,to quit / give notice / cancel,পদত্যাগ করা / নোটিশ দেওয়া,gekündigt,hat,Ich war mit meiner Stelle nicht zufrieden und habe gekündigt.,,
Kündigung,die,-en,noun,dismissal / notice / cancellation,বরখাস্ত / নোটিশ / বাতিল,,,Ich habe die Kündigung bekommen. Jetzt bin ich arbeitslos.,,
Kunst,die,¨-e,noun,art,শিল্প / কলা,,,Ich verstehe nichts von moderner Kunst.,,
Künstler,der,-,noun,artist (male),শিল্পী (পুরুষ),,,In diesem Stadtteil wohnen viele Künstler.,,
Künstlerin,die,-nen,noun,artist (female),শিল্পী (মহিলা),,,Neben uns wohnt eine Musikerin.,,
künstlich,,,adj,artificial / synthetic,কৃত্রিম,,,Ich mag kein künstliches Licht.,,
Kunststoff,der,-e,noun,plastic / synthetic material,প্লাস্টিক / কৃত্রিম উপাদান,,,Der Stuhl ist aus Kunststoff.,,
Kurs,der,-e,noun,course / class,কোর্স / ক্লাস,,,Ich besuche regelmäßig einen Deutschkurs.,,
Kursleiter,der,-,noun,course instructor (male),কোর্স প্রশিক্ষক (পুরুষ),,,Die Kursleiterin ist mit unserer Kursgruppe manchmal in den Computerraum gegangen.,,
Kursleiterin,die,-nen,noun,course instructor (female),কোর্স প্রশিক্ষক (মহিলা),,,Die Kursleiterin ist mit unserer Kursgruppe manchmal in den Computerraum gegangen.,,
Kurve,die,-n,noun,curve / bend,বাঁক / মোড়,,,Fahr bitte nicht so schnell in die Kurven.,,
kurz,,,adj,short / briefly,ছোট / সংক্ষেপে,,,Ricardo hat kurze Haare.,,
kürzlich,,,adv,recently / lately,সম্প্রতি / কিছুদিন আগে,,,"Wir haben doch kürzlich darüber gesprochen, dass wir am Wochenende wegfahren wollen.",,
küssen,,,verb,to kiss,চুমু খাওয়া,geküsst,hat,Er nahm sie in die Arme und küsste sie.,,
Kuss,der,¨-e,noun,kiss,চুমু,,,Gib der Mama einen Kuss!,,
Küste,die,-n,noun,coast / coastline,উপকূল,,,Unser Dorf liegt direkt an der Küste.,,
Kuvert,das,-s,noun,envelope (Austria),খাম (অস্ট্রিয়া),,,Ich hätte gern 50 Kuverts und Briefmarken dazu.,"A: Kuvert, D: Briefumschlag, CH: Couvert",
