Word,Article,Plural,WordType,English,Bangla,Partizip_II,Auxiliary,Example_Sentence,Synonyms,Antonyms
Terminkalender,der,-,noun,appointment diary / planner,অ্যাপয়েন্টমেন্ট ডায়েরি,,,Hast du unser Treffen schon in deinen Terminkalender eingetragen?,,
Terrasse,die,-n,noun,terrace / patio,টেরেস / ছাদ / বারান্দা,,,Setzen wir uns auf die Terrasse!,,
testen,,,verb,to test / try out,পরীক্ষা করা / টেস্ট করা,getestet,hat,Testen Sie unsere Angebote kostenlos.,,
Test,der,-s,noun,test,পরীক্ষা / টেস্ট,,,Ich bin ganz sicher: Du wirst den Test schaffen.,,
teuer,,,adj,expensive / dear,দামি / ব্যয়বহুল / মূল্যবান,,,Ich finde das Geschaeft nicht teuer.,,
Text,der,-e,noun,text,টেক্সট / লেখা / পাঠ্য,,,Lesen Sie den Text.,,
Theater,das,-,noun,theater,থিয়েটার / নাট্যশালা,,,Wir gehen naechste Woche ins Theater.,,
Thema,das,Themen,noun,topic / theme / subject,বিষয় / প্রসঙ্গ,,,Wir haben im Kurs viel ueber das Thema Umwelt gesprochen.,,
theoretisch,,,adj,theoretical / in theory,তাত্ত্বিক,,,Ich habe die theoretische Pruefung bestanden. Nach der praktischen habe ich den Fuehrerschein.,,
Theorie,die,-n,noun,theory,তত্ত্ব,,,Das ist die Theorie. In der Praxis ist vieles ganz anders.,,
Therapie,die,-n,noun,therapy / treatment,থেরাপি / চিকিৎসা,,,Die Therapie hat geholfen. Es geht mir schon viel besser.,,
Ticket,das,-s,noun,ticket,টিকিট,,,Wir muessen die Tickets fuer unseren Flug ausdrucken.,,
tief,,,adj,deep / low,গভীর / নিচু,,,"Vorsicht, Kinder! Das Wasser ist hier sehr tief.",,
Tier,das,-e,noun,animal,প্রাণী / পশু,,,Er mag Tiere sehr und geht darum oft in den Zoo.,,
Haustier,das,-e,noun,pet,পালিত প্রাণী / পোষা প্রাণী,,,"Hat deine Familie ein Haustier? − Ja, wir haben einen Hund.",,
Tierpark,der,-s,noun,zoo / animal park,চিড়িয়াখানা / প্রাণী উদ্যান,,,Wollen wir am Samstag mit den Kindern in den Tierpark gehen?,,
Tipp,der,-s,noun,tip / hint / advice,টিপ / পরামর্শ,,,Kannst du mir einen Tipp geben? Wo finde ich billige Moebel?,,
tippen,,,verb,to type,টাইপ করা,getippt,hat,Wie schnell kannst du tippen?,,
Tisch,der,-e,noun,table,টেবিল,,,Das Essen steht schon auf dem Tisch.,,
Titel,der,-,noun,title,শিরোনাম / উপাধি / টাইটেল,,,Wie heisst der Film? – Ich weiss den Titel nicht mehr.,,
Tochter,die,¨-,noun,daughter,মেয়ে / কন্যা,,,Das ist meine Tochter Katharina.,,
Tod,der,,noun,death,মৃত্যু,,,Ich habe ihn vor seinem Tod noch einmal gesehen.,,
toedlich,,,adj,deadly / fatal / lethal,মারণাত্মক / প্রাণঘাতী,,,Dieses Gift kann fuer den Menschen toedlich sein.,,
Toilette,die,-n,noun,toilet / restroom / bathroom,টয়লেট / শৌচালয়,,,"Wo ist die Toilette, bitte?",,
tolerant,,,adj,tolerant,সহনশীল,,,Die Nachbarn hoeren oft laut Musik. Wir muessen sehr tolerant sein.,,
toll,,,adj,great / fantastic / awesome,দারুণ / অসাধারণ / চমৎকার,,,Ich habe mir ein tolles Kleid gekauft.,,
Tomate,die,-n,noun,tomato,টমেটো,,,Kauf bitte noch Tomaten auf dem Markt.,"D: Tomate, A: Paradeiser",
Topf,der,¨-e,noun,pot / pan (D/A),পাত্র / হাঁড়ি / রান্নার পাত্র,,,Hast du keinen groesseren Topf? Ich moechte Kartoffeln kochen.,"D/A: Topf, CH: Pfanne",
Tor,das,-e,noun,gate / goal (sports),গেট / গোল,,,Hinter dem Tor geht es zur Fabrik.,,
Torte,die,-n,noun,cake / torte / gateau,টর্ট / কেক,,,Zum Geburtstag backe ich dir eine Torte.,,
tot,,,adj,dead,মৃত,,,Meine Grosseltern sind schon lange tot.,,
Tote,der/die,-n,noun,dead person / fatality,মৃত ব্যক্তি,,,Bei dem Unfall gab es zwei Tote.,,
total,,,adj,total / totally / completely,সম্পূর্ণ / পুরোপুরি,,,Der Film war total langweilig.,,
Tourismus,der,,noun,tourism,পর্যটন / ট্যুরিজম,,,In dieser Gegend gibt es viel Tourismus.,,
Tourist,der,-en,noun,tourist (male),পর্যটক (পুরুষ),,,Es kommen immer mehr Touristen in unsere Stadt.,,
Touristin,die,-nen,noun,tourist (female),পর্যটক (মহিলা),,,Es kommen immer mehr Touristen in unsere Stadt.,,
Tradition,die,-en,noun,tradition,ঐতিহ্য / প্রথা,,,Eine grosse Hochzeit mit vielen Leuten ist bei uns Tradition.,,
traditionell,,,adj,traditional,ঐতিহ্যগত / প্রথাগত,,,Ich mag die traditionelle Kueche.,,
tragen,,,verb,to carry / wear / bear (costs),বহন করা / পরা / খরচ বহন করা,getragen,hat,Lass mich den Koffer tragen. Der ist zu schwer fuer dich.,,
trainieren,,,verb,to train / practice / work out,প্রশিক্ষণ দেওয়া / অনুশীলন করা,trainiert,hat,Wir trainieren einmal pro Woche im Sportverein.,,
Trainer,der,-,noun,coach / trainer (male),প্রশিক্ষক / কোচ (পুরুষ),,,Ich finde unseren Trainer sehr nett.,,
Trainerin,die,-nen,noun,coach / trainer (female),প্রশিক্ষক / কোচ (মহিলা),,,Ich finde unsere Trainerin sehr nett.,,
Training,das,-s,noun,training / practice / workout,প্রশিক্ষণ / অনুশীলন,,,Jeden Dienstag ist Training.,,
Tram,das,-s,noun,tram (CH),ট্রাম (সুইজারল্যান্ড),,,Fahren wir mit dem Tram oder dem Bus?,"CH: Tram, D/A: Strassenbahn",
Traene,die,-n,noun,tear / teardrop,অশ্রু / চোখের জল,,,Sie trocknet dem Kind die Traenen.,,
transportieren,,,verb,to transport,পরিবহন করা,transportiert,hat,Wie willst du die Moebel denn transportieren?,,
Transport,der,-e,noun,transport / transportation,পরিবহন,,,Was kostet der Transport?,,
traeumen,,,verb,to dream,স্বপ্ন দেখা,getraeumt,hat,Ich habe schlecht getraeumt.,,
Traum,der,¨-e,noun,dream,স্বপ্ন,,,Mein Traum ist ein eigenes Geschaeft.,,
Traum-,,,prefix,dream- (prefix),স্বপ্নের- (উপসর্গ),,,Mein Traumberuf ist Feuerwehrmann.,,
traurig,,,adj,sad / unhappy,দুঃখিত / বিষণ্ণ / মন খারাপ,,,Ich bin traurig. Ich darf nicht mitfahren.,,
treffen,,,verb,to meet / hit,দেখা করা / সাক্ষাৎ করা / মিলিত হওয়া,getroffen,hat,Wir treffen uns immer freitags.,,
Treffpunkt,der,-e,noun,meeting point / meeting place,মিলনস্থল / দেখা করার জায়গা,,,Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.,,
treiben,,,verb,to do (sports) / drive / push,চালানো / করা (খেলাধুলা),getrieben,hat,Welchen Sport treibst du?,,
sich trennen,,,verb,to separate / split up / part,আলাদা হওয়া / বিচ্ছেদ হওয়া / পৃথক করা,getrennt,hat,Wir leben getrennt.,,
Trennung,die,-en,noun,separation / split,বিচ্ছেদ / পৃথকীকরণ,,,Die Trennung von der Familie war schwierig.,,
