Word,Article,Plural,WordType,English,Bangla,Partizip_II,Auxiliary,Example_Sentence,Synonyms,Antonyms
Medikament,das,-e,noun,medication / medicine,ঔষধ / মেডিসিন,,,Dieses Medikament gibt es nur auf Rezept.,,
Medizin,die,,noun,medicine (field/substance),ঔষধ / চিকিৎসা বিদ্যা,,,Du musst noch deine Medizin nehmen.,,
Meer,das,-e,noun,sea / ocean,সমুদ্র,,,Wir machen immer Urlaub am Meer.,,
Mehl,das,,noun,flour,ময়দা / আটা,,,Ich möchte einen Kuchen backen. Ist noch genug Mehl da?,,
mehr,,,adv,more,আরও / বেশি,,,Ich habe diesmal mehr gelernt als bei der letzten Prüfung.,,
mehrere,,,pronoun,several / multiple,একাধিক / বেশ কয়েকটি,,,Ich habe mehrere Leute gefragt. Aber niemand konnte mir helfen.,,
Mehrheit,die,-en,noun,majority,সংখ্যাগরিষ্ঠতা,,,Die Mehrheit der Menschen in Deutschland besitzt ein Handy.,,
Mehrwertsteuer,die,,noun,value-added tax (VAT),মূল্য সংযোজন কর (ভ্যাট),,,Die Mehrwertsteuer bei diesem Produkt beträgt 20 %.,,
meinen,,,verb,to mean / think / opine,মত প্রকাশ করা / মনে করা,gemeint,hat,Dieser Film ist gut. Was meinst du?,,
meinetwegen,,,adv,as far as I'm concerned / for all I care,আমার জন্য / আমার কারণে,,,Meinetwegen kannst du heute das Auto haben.,,
Meinung,die,-en,noun,opinion,মতামত / অভিমত,,,"Ich bin der Meinung, dass du recht hast.",,
meist-,,,pronoun,most / the majority,অধিকাংশ / বেশিরভাগ,,,Das Meiste verstehe ich.,,
meist(ens),,,adv,mostly / usually,বেশিরভাগ সময় / সাধারণত,,,Meistens trinke ich zum Frühstück nur einen Kaffee.,,
Meister,der,-,noun,master / champion / foreman,ওস্তাদ / চ্যাম্পিয়ন / মিস্ত্রী,,,"Ich weiß nicht, wie man das macht. – Dann frag doch den Meister.",,
melden,,,verb,to report / announce / get in touch,জানানো / রিপোর্ট করা / যোগাযোগ করা,gemeldet,hat,Ich habe schon zweimal angerufen. Aber es meldet sich niemand.,,
Meldung,die,-en,noun,report / announcement / news,রিপোর্ট / সংবাদ,,,Hast du die Meldung im Radio gehört? Es wird starken Sturm geben.,,
Menge,die,-n,noun,quantity / amount / crowd / lot,পরিমাণ / অনেক / ভিড়,,,"Diesen Preis gibt es nur, wenn Sie große Mengen kaufen.",,
Mensa,die,-s/-en,noun,student cafeteria / canteen,ছাত্র ক্যান্টিন,,,Ich esse fast jeden Tag in der Mensa.,,
Mensch,der,-en,noun,human / person,মানুষ / ব্যক্তি,,,Die Menschen sind hier ein bisschen anders als im Süden.,,
menschlich,,,adj,human / humane,মানবিক / মানুষের,,,Fehler zu machen ist menschlich.,,
Menü,das,-s,noun,menu / set meal,মেনু / খাবার তালিকা,,,"Nimm doch das Menü, das sieht gut aus.",,
merken,,,verb,to notice / realize / remember,খেয়াল করা / মনে রাখা,gemerkt,hat,"Ich habe nicht gemerkt, dass es schon so spät ist.",,
merkwürdig,,,adj,strange / odd / peculiar,অদ্ভুত / বিস্ময়কর,,,Das ist eine merkwürdige Geschichte.,,
Messe,die,-n,noun,trade fair / exhibition,মেলা / প্রদর্শনী,,,Kommst du mit zur Automobilmesse?,,
messen,,,verb,to measure,মাপা / পরিমাপ করা,gemessen,hat,Haben Sie schon Fieber gemessen?,,
Messer,das,-,noun,knife,ছুরি,,,Das Messer schneidet nicht gut.,,
Metall,das,-e,noun,metal,ধাতু,,,Dieser Tisch hier ist ganz aus Metall.,,
Methode,die,-n,noun,method,পদ্ধতি / প্রণালী,,,"Weißt du eine gute Methode, um schnell gut Deutsch zu lernen?",,
Metropole,die,-n,noun,metropolis,মহানগরী,,,Berlin und Wien sind Metropolen.,,
Metzger,der,-,noun,butcher,কসাই,,,Dieser Metzger hat sehr gute Wurst.,"D: Metzger, A: Fleischhauer",
mieten,,,verb,to rent / hire,ভাড়া নেওয়া,gemietet,hat,Wir haben die Wohnung für drei Jahre gemietet.,,
Miete,die,-n,noun,rent,ভাড়া,,,Unsere Miete ist sehr hoch.,,
Mieter,der,-,noun,tenant / renter (male),ভাড়াটিয়া (পুরুষ),,,Sie hat heute neue Mieter für die Wohnung gefunden.,,
Mieterin,die,-nen,noun,tenant / renter (female),ভাড়াটিয়া (মহিলা),,,Sie hat heute neue Mieterinnen für die Wohnung gefunden.,,
Migrant,der,-en,noun,migrant (male),অভিবাসী (পুরুষ),,,Viele Migranten kommen aus Osteuropa.,,
Migrantin,die,-nen,noun,migrant (female),অভিবাসী (মহিলা),,,Viele Migrantinnen kommen aus Osteuropa.,,
Migration,die,,noun,migration,অভিবাসন / মাইগ্রেশন,,,Gestern gab es im Fernsehen eine Diskussion zum Thema Migration.,,
Milch,die,,noun,milk,দুধ,,,Stellst du bitte die Milch in den Kühlschrank?,,
mild,,,adj,mild / gentle / moderate,মৃদু / হালকা / নম্র,,,"Möchten Sie die Soße scharf? – Nein, bitte ganz mild.",,
Minderheit,die,-en,noun,minority,সংখ্যালঘু,,,Frauen sind in unserer Firma in der Minderheit.,,
mindestens,,,adv,at least,কমপক্ষে / অন্তত,,,Ein guter Fernsehapparat kostet mindestens 500 Euro.,,
Mineralwasser,das,,noun,mineral water,মিনারেল ওয়াটার,,,Kann ich bitte ein Mineralwasser haben?,,
minimal,,,adj,minimal / very small,ন্যূনতম / খুব ছোট,,,Da ist nur ein minimaler Unterschied.,,
mischen,,,verb,to mix,মেশানো / মিশ্রিত করা,gemischt,hat,Ich möchte ein gemischtes Eis mit Sahne.,,
miss-,,,prefix,mis- / wrong / bad (prefix),ভুল- / খারাপ- (উপসর্গ),,,Die Konferenz war ein Misserfolg.,,
mit,,,preposition,with / by / along,সাথে / দিয়ে,,,Ich gehe heute Abend mit Maria aus.,,
Mitarbeiter,der,-,noun,employee / colleague (male),কর্মচারী / সহকর্মী (পুরুষ),,,Unsere Firma hat sieben Mitarbeiter.,,
Mitarbeiterin,die,-nen,noun,employee / colleague (female),কর্মচারী / সহকর্মী (মহিলা),,,Unsere Firma hat sieben Mitarbeiterinnen.,,
miteinander,,,adv,with each other / together,একে অপরের সাথে / একসাথে,,,Sprechen Sie bitte miteinander.,,
Mitglied,das,-er,noun,member,সদস্য,,,Für Mitglieder ist der Eintritt zum Konzert gratis.,,
Mitte,die,,noun,middle / center,মধ্য / কেন্দ্র,,,Wo möchten Sie sitzen? – In der Mitte.,,
mitteilen,,,verb,to inform / notify / communicate,জানানো / অবহিত করা,mitgeteilt,hat,Den Prüfungstermin teilen wir Ihnen noch mit.,,
Mittel,das,-,noun,means / remedy / agent,উপায় / প্রতিকার / মাধ্যম,,,Haben Sie ein Mittel gegen Magenschmerzen?,,
mitten,,,adv,in the middle of,মাঝখানে,,,Wir haben eine Wohnung mitten in der Stadt.,,
mittler-,,,adj,middle / medium / central,মধ্যম / মধ্যবর্তী,,,In den mittleren Reihen sind noch Plätze frei.,,
mittlerweile,,,adv,meanwhile / by now,ইতিমধ্যে / এর মধ্যে,,,Am Anfang war die Arbeit schwer. Mittlerweile habe ich mich daran gewöhnt.,,
Möbel,das,-,noun,furniture (piece of),আসবাবপত্র,,,Wir haben uns neue Möbel gekauft.,,
möbliert,,,adj,furnished,আসবাবপত্র-সহ,,,Ich suche ein möbliertes Zimmer.,,
möchten,,,verb,would like to,চাই / ইচ্ছা করা,gemocht,hat,Möchtest du auch einen Kaffee?,,
mobil/mobil-,,,adj,mobile,মোবাইল / চলনশীল,,,Mit dem Fahrrad bin ich in der Stadt sehr mobil.,,
Mobilbox,die,-en,noun,voicemail / mobile mailbox,ভয়েসমেইল / মোবাইল বক্স,,,Ich habe zwei Nachrichten auf meiner Mobilbox.,,
Mobilität,die,,noun,mobility,গতিশীলতা,,,Sprachen zu lernen fördert die Mobilität.,,
Mobiltelefon,das,-e,noun,mobile phone,মোবাইল ফোন,,,Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?,,
Mode,die,-n,noun,fashion / mode,ফ্যাশন / ধরণ,,,Wie findest du die neue Mode?,,
Modell,das,-e,noun,model,মডেল / নমুনা,,,Wie findest du dieses Auto? – Dieses Modell gefällt mir nicht.,,
modern,,,adj,modern,আধুনিক,,,Die Wohnung ist modern eingerichtet.,,
mögen,,,verb,to like,পছন্দ করা,gemocht,hat,Ich mag keinen Reis.,,
möglich,,,adj,possible,সম্ভব,,,Kann ich bitte sofort einen Termin haben? – Das ist leider nicht möglich.,,
Möglichkeit,die,-en,noun,possibility / option / opportunity,সম্ভাবনা / সুযোগ,,,Sie wollen ans Meer? Da gibt es mehrere Möglichkeiten.,,
möglichst,,,adv,as...as possible / if possible,যতটা সম্ভব,,,"Sagen Sie mir bitte möglichst bald, ob Ihnen der Termin passt.",,
Möhre,die,-n,noun,carrot (Germany),গাজর (জার্মানি),,,Hasen fressen gern Möhren.,"D: Möhre, Karotte, CH: Rüebli",
Moment,der,-e,noun,moment,মুহূর্ত / ক্ষণ,,,Warten Sie bitte einen Moment.,,
Mond,der,-e,noun,moon,চাঁদ,,,Bei Vollmond kann ich nicht schlafen.,,
Monitor,der,-e,noun,monitor / screen,মনিটর / স্ক্রিন,,,Ich habe mir einen größeren Monitor gekauft.,,
Motor,der,-en,noun,motor / engine,মোটর / ইঞ্জিন,,,Der Motor ist kaputt. Das Auto fährt nicht mehr.,,
Motorrad,das,¨-er,noun,motorcycle,মোটরসাইকেল,,,Oskar fährt jeden Tag mit dem Motorrad zur Arbeit.,,
müde,,,adj,tired,ক্লান্ত,,,Ich bin müde. Ich gehe schlafen.,,
Mühe,die,,noun,effort / trouble,পরিশ্রম / কষ্ট,,,Vielen Dank für Ihre Mühe.,,
Müll,der,,noun,garbage / trash / waste,আবর্জনা / ময়লা,,,Bringst du bitte noch den Müllsack raus?,,
Müllabfuhr,die,,noun,garbage collection,আবর্জনা সংগ্রহ,,,Die Müllabfuhr kommt zweimal pro Woche.,,
Mülltonne,die,-n,noun,garbage bin / trash can,আবর্জনার পাত্র / ডাস্টবিন,,,Die Mülltonne ist voll.,,
Mund,der,¨-er,noun,mouth,মুখ,,,Sie haben Halsschmerzen? Bitte machen Sie mal den Mund auf.,,
mündlich,,,adj,oral / verbal,মৌখিক,,,Die mündliche Prüfung ist erst nächste Woche.,,
Münze,die,-n,noun,coin,মুদ্রা / কয়েন,,,Der Automat nimmt nur Münzen.,,
Museum,das,Museen,noun,museum,জাদুঘর / মিউজিয়াম,,,Wir waren mit unserer Klasse im Museum.,,
Musik,die,,noun,music,সঙ্গীত / গান,,,Wie findest du die Musik?,,
musikalisch,,,adj,musical / musically talented,সঙ্গীতপ্রিয় / সঙ্গীত-সংক্রান্ত,,,"Sie ist sehr musikalisch: Sie spielt Klavier, Flöte und Geige.",,
Musiker,der,-,noun,musician (male),সঙ্গীতজ্ঞ (পুরুষ),,,Mein Bruder möchte Musiker werden.,,
Musikerin,die,-nen,noun,musician (female),সঙ্গীতজ্ঞ (মহিলা),,,Meine Schwester ist Musikerin.,,
Muskel,der,-n,noun,muscle,মাংসপেশী,,,Im Fitness-Studio trainieren wir unsere Muskeln.,,
Müesli/Müsli,das,-,noun,muesli / granola,মুয়েসলি,,,Zum Frühstück gibt es Müsli mit Obst.,,
müssen,,,verb,must / have to / need to,অবশ্যই / করতে হবে,gemusst,hat,Wie lange müssen Sie arbeiten?,,
Mut,der,,noun,courage / bravery,সাহস,,,"Man braucht viel Mut, um in einem fremden Land ganz neu anzufangen.",,
mutig,,,adj,courageous / brave,সাহসী,,,"Es war sehr mutig von dir, deine Meinung laut zu sagen.",,
Mutter,die,¨-,noun,mother,মা,,,Meine Mutter heißt Klara.,,
